Date, Time, Height in MM
02/11/2015, 08:59:49, 1027
02/11/2015, 08:59:51, 1027
02/11/2015, 08:59:53, 1027
02/11/2015, 08:59:54, 1027
02/11/2015, 08:59:56, 1027
02/11/2015, 08:59:58, 1026
02/11/2015, 09:00:00, 1026
02/11/2015, 09:00:01, 1027
02/11/2015, 09:00:03, 1027
02/11/2015, 09:00:05, 1027
02/11/2015, 09:00:07, 1027
02/11/2015, 09:00:09, 1027
02/11/2015, 09:00:10, 1027
02/11/2015, 09:00:12, 1027
02/11/2015, 09:00:14, 1028
02/11/2015, 09:00:16, 1028
02/11/2015, 09:00:17, 1028
02/11/2015, 09:00:19, 1028
02/11/2015, 09:00:21, 1028
02/11/2015, 09:00:23, 1028
02/11/2015, 09:00:24, 1028
02/11/2015, 09:00:26, 1028
02/11/2015, 09:00:28, 1028
02/11/2015, 09:00:30, 1028
02/11/2015, 09:00:31, 1028
02/11/2015, 09:00:33, 1028
02/11/2015, 09:00:35, 1027
02/11/2015, 09:00:37, 1028
02/11/2015, 09:00:39, 1028
02/11/2015, 09:00:40, 1028
02/11/2015, 09:00:42, 1028
02/11/2015, 09:00:44, 1028
02/11/2015, 09:00:46, 1028
02/11/2015, 09:00:47, 1028
02/11/2015, 09:00:49, 1028
02/11/2015, 09:00:51, 1028
02/11/2015, 09:00:53, 1028
02/11/2015, 09:00:54, 1028
02/11/2015, 09:00:56, 1028
02/11/2015, 09:00:58, 1027
02/11/2015, 09:01:00, 1028
02/11/2015, 09:01:01, 1027
02/11/2015, 09:01:03, 1027
02/11/2015, 09:01:05, 1027
02/11/2015, 09:01:07, 1027
02/11/2015, 09:01:09, 1027
02/11/2015, 09:01:10, 1027
02/11/2015, 09:01:12, 1028
02/11/2015, 09:01:14, 1028
02/11/2015, 09:01:16, 1028
02/11/2015, 09:01:17, 1028
02/11/2015, 09:01:19, 1028
02/11/2015, 09:01:21, 1028
02/11/2015, 09:01:23, 1028
02/11/2015, 09:01:24, 1028
02/11/2015, 09:01:26, 1028
02/11/2015, 09:01:28, 1028
02/11/2015, 09:01:30, 1028
02/11/2015, 09:01:31, 1028
02/11/2015, 09:01:33, 1028
02/11/2015, 09:01:35, 1029
02/11/2015, 09:01:37, 1028
02/11/2015, 09:01:39, 1029
02/11/2015, 09:01:40, 1029
02/11/2015, 09:01:42, 1029
02/11/2015, 09:01:44, 1028
02/11/2015, 09:01:46, 1028
02/11/2015, 09:01:47, 1028
02/11/2015, 09:01:49, 1028
02/11/2015, 09:01:51, 1028
02/11/2015, 09:01:53, 1028
02/11/2015, 09:01:54, 1028
02/11/2015, 09:01:56, 1028
02/11/2015, 09:01:58, 1028
02/11/2015, 09:02:00, 1028
02/11/2015, 09:02:01, 1028
02/11/2015, 09:02:03, 1028
02/11/2015, 09:02:05, 1028
02/11/2015, 09:02:07, 1028
02/11/2015, 09:02:09, 1028
02/11/2015, 09:02:10, 1028
02/11/2015, 09:02:12, 1028
02/11/2015, 09:02:14, 1028
02/11/2015, 09:02:16, 1028
02/11/2015, 09:02:17, 1028
02/11/2015, 09:02:19, 1028
02/11/2015, 09:02:21, 1028
02/11/2015, 09:02:23, 1029
02/11/2015, 09:02:24, 1029
02/11/2015, 09:02:26, 1029
02/11/2015, 09:02:28, 1029
02/11/2015, 09:02:30, 1029
02/11/2015, 09:02:31, 1029
02/11/2015, 09:02:33, 1028
02/11/2015, 09:02:35, 1028
02/11/2015, 09:02:37, 1028
02/11/2015, 09:02:39, 1028
02/11/2015, 09:02:40, 1029
02/11/2015, 09:02:42, 1029
02/11/2015, 09:02:44, 1029
02/11/2015, 09:02:46, 1030
02/11/2015, 09:02:47, 1029
02/11/2015, 09:02:49, 1029
02/11/2015, 09:02:51, 1029
02/11/2015, 09:02:53, 1029
02/11/2015, 09:02:54, 1029
02/11/2015, 09:02:56, 1029
02/11/2015, 09:02:58, 1028
02/11/2015, 09:03:00, 1028
02/11/2015, 09:03:01, 1029
02/11/2015, 09:03:03, 1029
02/11/2015, 09:03:05, 1029
02/11/2015, 09:03:07, 1029
02/11/2015, 09:03:08, 1029
02/11/2015, 09:03:10, 1030
02/11/2015, 09:03:12, 1029
02/11/2015, 09:03:14, 1029
02/11/2015, 09:03:16, 1029
02/11/2015, 09:03:17, 1029
02/11/2015, 09:03:19, 1029
02/11/2015, 09:03:21, 1029
02/11/2015, 09:03:23, 1028
02/11/2015, 09:03:24, 1029
02/11/2015, 09:03:26, 1029
02/11/2015, 09:03:28, 1029
02/11/2015, 09:03:30, 1029
02/11/2015, 09:03:31, 1029
02/11/2015, 09:03:33, 1029
02/11/2015, 09:03:35, 1029
02/11/2015, 09:03:37, 1029
02/11/2015, 09:03:38, 1029
02/11/2015, 09:03:40, 1029
02/11/2015, 09:03:42, 1029
02/11/2015, 09:03:44, 1029
02/11/2015, 09:03:46, 1029
02/11/2015, 09:03:47, 1029
02/11/2015, 09:03:49, 1029
02/11/2015, 09:03:51, 1029
02/11/2015, 09:03:53, 1029
02/11/2015, 09:03:54, 1029
02/11/2015, 09:03:56, 1029
02/11/2015, 09:03:58, 1029
02/11/2015, 09:04:00, 1029
02/11/2015, 09:04:01, 1029
02/11/2015, 09:04:03, 1029
02/11/2015, 09:04:05, 1029
02/11/2015, 09:04:07, 1029
02/11/2015, 09:04:08, 1029
02/11/2015, 09:04:10, 1029
02/11/2015, 09:04:12, 1029
02/11/2015, 09:04:14, 1029
02/11/2015, 09:04:16, 1029
02/11/2015, 09:04:17, 1030
02/11/2015, 09:04:19, 1030
02/11/2015, 09:04:21, 1029
02/11/2015, 09:04:23, 1030
02/11/2015, 09:04:24, 1030
02/11/2015, 09:04:26, 1030
02/11/2015, 09:04:28, 1030
02/11/2015, 09:04:30, 1030
02/11/2015, 09:04:31, 1030
02/11/2015, 09:04:33, 1029
02/11/2015, 09:04:35, 1029
02/11/2015, 09:04:37, 1029
02/11/2015, 09:04:38, 1029
02/11/2015, 09:04:40, 1029
02/11/2015, 09:04:42, 1029
02/11/2015, 09:04:44, 1029
02/11/2015, 09:04:46, 1029
02/11/2015, 09:04:47, 1029
02/11/2015, 09:04:49, 1029
02/11/2015, 09:04:51, 1029
02/11/2015, 09:04:53, 1030
02/11/2015, 09:04:54, 1029
02/11/2015, 09:04:56, 1029
02/11/2015, 09:04:58, 1029
02/11/2015, 09:05:00, 1030
02/11/2015, 09:05:01, 1030
02/11/2015, 09:05:03, 1029
02/11/2015, 09:05:05, 1029
02/11/2015, 09:05:07, 1030
02/11/2015, 09:05:08, 1029
02/11/2015, 09:05:10, 1029
02/11/2015, 09:05:12, 1029
02/11/2015, 09:05:14, 1030
02/11/2015, 09:05:16, 1030
02/11/2015, 09:05:17, 1030
02/11/2015, 09:05:19, 1030
02/11/2015, 09:05:21, 1030
02/11/2015, 09:05:23, 1030
02/11/2015, 09:05:24, 1030
02/11/2015, 09:05:26, 1029
02/11/2015, 09:05:28, 1029
02/11/2015, 09:05:30, 1029
02/11/2015, 09:05:31, 1029
02/11/2015, 09:05:33, 1030
02/11/2015, 09:05:35, 1030
02/11/2015, 09:05:37, 1030
02/11/2015, 09:05:38, 1030
02/11/2015, 09:05:40, 1030
02/11/2015, 09:05:42, 1030
02/11/2015, 09:05:44, 1031
02/11/2015, 09:05:45, 1031
02/11/2015, 09:05:47, 1031
02/11/2015, 09:05:49, 1031
02/11/2015, 09:05:51, 1031
02/11/2015, 09:05:53, 1031
02/11/2015, 09:05:54, 1031
02/11/2015, 09:05:56, 1031
02/11/2015, 09:05:58, 1030
02/11/2015, 09:06:00, 1030
02/11/2015, 09:06:01, 1030
02/11/2015, 09:06:03, 1030
02/11/2015, 09:06:05, 1030
02/11/2015, 09:06:07, 1030
02/11/2015, 09:06:08, 1030
02/11/2015, 09:06:10, 1030
02/11/2015, 09:06:12, 1030
02/11/2015, 09:06:14, 1030
02/11/2015, 09:06:15, 1030
02/11/2015, 09:06:17, 1030
02/11/2015, 09:06:19, 1031
02/11/2015, 09:06:21, 1031
02/11/2015, 09:06:23, 1031
02/11/2015, 09:06:24, 1031
02/11/2015, 09:06:26, 1031
02/11/2015, 09:06:28, 1031
02/11/2015, 09:06:30, 1031
02/11/2015, 09:06:31, 1031
02/11/2015, 09:06:33, 1030
02/11/2015, 09:06:35, 1031
02/11/2015, 09:06:37, 1031
02/11/2015, 09:06:38, 1030
02/11/2015, 09:06:40, 1031
02/11/2015, 09:06:42, 1031
02/11/2015, 09:06:44, 1030
02/11/2015, 09:06:45, 1030
02/11/2015, 09:06:47, 1030
02/11/2015, 09:06:49, 1030
02/11/2015, 09:06:51, 1030
02/11/2015, 09:06:53, 1030
02/11/2015, 09:06:54, 1030
02/11/2015, 09:06:56, 1030
02/11/2015, 09:06:58, 1031
02/11/2015, 09:07:00, 1031
02/11/2015, 09:07:01, 1031
02/11/2015, 09:07:03, 1031
02/11/2015, 09:07:05, 1031
02/11/2015, 09:07:07, 1031
02/11/2015, 09:07:08, 1031
02/11/2015, 09:07:10, 1030
02/11/2015, 09:07:12, 1030
02/11/2015, 09:07:14, 1030
02/11/2015, 09:07:15, 1031
02/11/2015, 09:07:17, 1030
02/11/2015, 09:07:19, 1031
02/11/2015, 09:07:21, 1031
02/11/2015, 09:07:23, 1030
02/11/2015, 09:07:24, 1030
02/11/2015, 09:07:26, 1031
02/11/2015, 09:07:28, 1031
02/11/2015, 09:07:30, 1031
02/11/2015, 09:07:31, 1031
02/11/2015, 09:07:33, 1031
02/11/2015, 09:07:35, 1031
02/11/2015, 09:07:37, 1031
02/11/2015, 09:07:38, 1031
02/11/2015, 09:07:40, 1031
02/11/2015, 09:07:42, 1031
02/11/2015, 09:07:44, 1031
02/11/2015, 09:07:45, 1031
02/11/2015, 09:07:47, 1031
02/11/2015, 09:07:49, 1031
02/11/2015, 09:07:51, 1031
02/11/2015, 09:07:52, 1031
02/11/2015, 09:07:54, 1031
02/11/2015, 09:07:56, 1031
02/11/2015, 09:07:58, 1031
02/11/2015, 09:08:00, 1031
02/11/2015, 09:08:01, 1031
02/11/2015, 09:08:03, 1031
02/11/2015, 09:08:05, 1031
02/11/2015, 09:08:07, 1030
02/11/2015, 09:08:08, 1031
02/11/2015, 09:08:10, 1031
02/11/2015, 09:08:12, 1031
02/11/2015, 09:08:14, 1031
02/11/2015, 09:08:15, 1031
02/11/2015, 09:08:17, 1031
02/11/2015, 09:08:19, 1031
02/11/2015, 09:08:21, 1031
02/11/2015, 09:08:22, 1031
02/11/2015, 09:08:24, 1031
02/11/2015, 09:08:26, 1031
02/11/2015, 09:08:28, 1031
02/11/2015, 09:08:30, 1031
02/11/2015, 09:08:31, 1031
02/11/2015, 09:08:33, 1031
02/11/2015, 09:08:35, 1031
02/11/2015, 09:08:37, 1031
02/11/2015, 09:08:38, 1031
02/11/2015, 09:08:40, 1031
02/11/2015, 09:08:42, 1031
02/11/2015, 09:08:44, 1031
02/11/2015, 09:08:45, 1031
02/11/2015, 09:08:47, 1031
02/11/2015, 09:08:49, 1031
02/11/2015, 09:08:51, 1031
02/11/2015, 09:08:52, 1031
02/11/2015, 09:08:54, 1031
02/11/2015, 09:08:56, 1031
02/11/2015, 09:08:58, 1031
02/11/2015, 09:09:00, 1031
02/11/2015, 09:09:01, 1031
02/11/2015, 09:09:03, 1031
02/11/2015, 09:09:05, 1031
02/11/2015, 09:09:07, 1031
02/11/2015, 09:09:08, 1031
02/11/2015, 09:09:10, 1031
02/11/2015, 09:09:12, 1031
02/11/2015, 09:09:14, 1031
02/11/2015, 09:09:15, 1031
02/11/2015, 09:09:17, 1031
02/11/2015, 09:09:19, 1031
02/11/2015, 09:09:21, 1031
02/11/2015, 09:09:22, 1031
02/11/2015, 09:09:24, 1031
02/11/2015, 09:09:26, 1031
02/11/2015, 09:09:28, 1031
02/11/2015, 09:09:29, 1031
02/11/2015, 09:09:31, 1031
02/11/2015, 09:09:33, 1031
02/11/2015, 09:09:35, 1031
02/11/2015, 09:09:37, 1031
02/11/2015, 09:09:38, 1031
02/11/2015, 09:09:40, 1031
02/11/2015, 09:09:42, 1031
02/11/2015, 09:09:44, 1031
02/11/2015, 09:09:45, 1031
02/11/2015, 09:09:47, 1031
02/11/2015, 09:09:49, 1031
02/11/2015, 09:09:51, 1031
02/11/2015, 09:09:52, 1031
02/11/2015, 09:09:54, 1031
02/11/2015, 09:09:56, 1031
02/11/2015, 09:09:58, 1031
02/11/2015, 09:09:59, 1031
02/11/2015, 09:10:01, 1031
02/11/2015, 09:10:03, 1031
02/11/2015, 09:10:05, 1031
02/11/2015, 09:10:07, 1031
02/11/2015, 09:10:08, 1031
02/11/2015, 09:10:10, 1031
02/11/2015, 09:10:12, 1031
02/11/2015, 09:10:14, 1031
02/11/2015, 09:10:15, 1031
02/11/2015, 09:10:17, 1031
02/11/2015, 09:10:19, 1031
02/11/2015, 09:10:21, 1031
02/11/2015, 09:10:22, 1031
02/11/2015, 09:10:24, 1031
02/11/2015, 09:10:26, 1031
02/11/2015, 09:10:28, 1031
02/11/2015, 09:10:29, 1031
02/11/2015, 09:10:31, 1031
02/11/2015, 09:10:33, 1031
02/11/2015, 09:10:35, 1031
02/11/2015, 09:10:37, 1031
02/11/2015, 09:10:38, 1031
02/11/2015, 09:10:40, 1031
02/11/2015, 09:10:42, 1031
02/11/2015, 09:10:44, 1032
02/11/2015, 09:10:45, 1032
02/11/2015, 09:10:47, 1031
02/11/2015, 09:10:49, 1031
02/11/2015, 09:10:51, 1032
02/11/2015, 09:10:52, 1031
02/11/2015, 09:10:54, 1031
02/11/2015, 09:10:56, 1031
02/11/2015, 09:10:58, 1032
02/11/2015, 09:10:59, 1032
02/11/2015, 09:11:01, 1032
02/11/2015, 09:11:03, 1032
02/11/2015, 09:11:05, 1032
02/11/2015, 09:11:07, 1032
02/11/2015, 09:11:08, 1032
02/11/2015, 09:11:10, 1031
02/11/2015, 09:11:12, 1032
02/11/2015, 09:11:14, 1032
02/11/2015, 09:11:15, 1032
02/11/2015, 09:11:17, 1033
02/11/2015, 09:11:19, 1032
02/11/2015, 09:11:21, 1032
02/11/2015, 09:11:22, 1032
02/11/2015, 09:11:24, 1032
02/11/2015, 09:11:26, 1032
02/11/2015, 09:11:28, 1031
02/11/2015, 09:11:29, 1031
02/11/2015, 09:11:31, 1031
02/11/2015, 09:11:33, 1031
02/11/2015, 09:11:35, 1031
02/11/2015, 09:11:36, 1031
02/11/2015, 09:11:38, 1031
02/11/2015, 09:11:40, 1031
02/11/2015, 09:11:42, 1031
02/11/2015, 09:11:44, 1031
02/11/2015, 09:11:45, 1031
02/11/2015, 09:11:47, 1032
02/11/2015, 09:11:49, 1032
02/11/2015, 09:11:51, 1031
02/11/2015, 09:11:52, 1031
02/11/2015, 09:11:54, 1031
02/11/2015, 09:11:56, 1031
02/11/2015, 09:11:58, 1031
02/11/2015, 09:11:59, 1031
02/11/2015, 09:12:01, 1031
02/11/2015, 09:12:03, 1031
02/11/2015, 09:12:05, 1032
02/11/2015, 09:12:06, 1032
02/11/2015, 09:12:08, 1031
02/11/2015, 09:12:10, 1031
02/11/2015, 09:12:12, 1032
02/11/2015, 09:12:14, 1032
02/11/2015, 09:12:15, 1032
02/11/2015, 09:12:17, 1031
02/11/2015, 09:12:19, 1031
02/11/2015, 09:12:21, 1031
02/11/2015, 09:12:22, 1031
02/11/2015, 09:12:24, 1031
02/11/2015, 09:12:26, 1031
02/11/2015, 09:12:28, 1031
02/11/2015, 09:12:29, 1031
02/11/2015, 09:12:31, 1031
02/11/2015, 09:12:33, 1031
02/11/2015, 09:12:35, 1031
02/11/2015, 09:12:36, 1032
02/11/2015, 09:12:38, 1032
02/11/2015, 09:12:40, 1032
02/11/2015, 09:12:42, 1032
02/11/2015, 09:12:44, 1032
02/11/2015, 09:12:45, 1032
02/11/2015, 09:12:47, 1032
02/11/2015, 09:12:49, 1032
02/11/2015, 09:12:51, 1032
02/11/2015, 09:12:52, 1032
02/11/2015, 09:12:54, 1032
02/11/2015, 09:12:56, 1032
02/11/2015, 09:12:58, 1032
02/11/2015, 09:12:59, 1032
02/11/2015, 09:13:01, 1032
02/11/2015, 09:13:03, 1032
02/11/2015, 09:13:05, 1032
02/11/2015, 09:13:06, 1032
02/11/2015, 09:13:08, 1032
02/11/2015, 09:13:10, 1032
02/11/2015, 09:13:12, 1032
02/11/2015, 09:13:13, 1032
02/11/2015, 09:13:15, 1032
02/11/2015, 09:13:17, 1032
02/11/2015, 09:13:19, 1032
02/11/2015, 09:13:21, 1033
02/11/2015, 09:13:22, 1033
02/11/2015, 09:13:24, 1032
02/11/2015, 09:13:26, 1032
02/11/2015, 09:13:28, 1032
02/11/2015, 09:13:29, 1032
02/11/2015, 09:13:31, 1032
02/11/2015, 09:13:33, 1032
02/11/2015, 09:13:35, 1032
02/11/2015, 09:13:36, 1032
02/11/2015, 09:13:38, 1032
02/11/2015, 09:13:40, 1032
02/11/2015, 09:13:42, 1032
02/11/2015, 09:13:43, 1032
02/11/2015, 09:13:45, 1033
02/11/2015, 09:13:47, 1033
02/11/2015, 09:13:49, 1032
02/11/2015, 09:13:51, 1033
02/11/2015, 09:13:52, 1032
02/11/2015, 09:13:54, 1033
02/11/2015, 09:13:56, 1032
02/11/2015, 09:13:58, 1032
02/11/2015, 09:13:59, 1033
02/11/2015, 09:14:01, 1032
02/11/2015, 09:14:03, 1032
02/11/2015, 09:14:05, 1033
02/11/2015, 09:14:06, 1033
02/11/2015, 09:14:08, 1033
02/11/2015, 09:14:10, 1033
02/11/2015, 09:14:12, 1033
02/11/2015, 09:14:13, 1033
02/11/2015, 09:14:15, 1033
02/11/2015, 09:14:17, 1033
02/11/2015, 09:14:19, 1033
02/11/2015, 09:14:21, 1033
02/11/2015, 09:14:22, 1033
02/11/2015, 09:14:24, 1034
02/11/2015, 09:14:26, 1034
02/11/2015, 09:14:28, 1034
02/11/2015, 09:14:29, 1034
02/11/2015, 09:14:31, 1033
02/11/2015, 09:14:33, 1034
02/11/2015, 09:14:35, 1033
02/11/2015, 09:14:36, 1033
02/11/2015, 09:14:38, 1033
02/11/2015, 09:14:40, 1033
02/11/2015, 09:14:42, 1034
02/11/2015, 09:14:43, 1034
02/11/2015, 09:14:45, 1034
02/11/2015, 09:14:47, 1034
02/11/2015, 09:14:49, 1033
02/11/2015, 09:14:51, 1034
02/11/2015, 09:14:52, 1033
02/11/2015, 09:14:54, 1033
02/11/2015, 09:14:56, 1033
02/11/2015, 09:14:58, 1033
02/11/2015, 09:14:59, 1034
02/11/2015, 09:15:01, 1034
02/11/2015, 09:15:03, 1034
02/11/2015, 09:15:05, 1034
02/11/2015, 09:15:06, 1035
02/11/2015, 09:15:08, 1035
02/11/2015, 09:15:10, 1035
02/11/2015, 09:15:12, 1034
02/11/2015, 09:15:13, 1034
02/11/2015, 09:15:15, 1034
02/11/2015, 09:15:17, 1034
02/11/2015, 09:15:19, 1034
02/11/2015, 09:15:20, 1034
02/11/2015, 09:15:22, 1034
02/11/2015, 09:15:24, 1034
02/11/2015, 09:15:26, 1034
02/11/2015, 09:15:28, 1034
02/11/2015, 09:15:29, 1034
02/11/2015, 09:15:31, 1034
02/11/2015, 09:15:33, 1034
02/11/2015, 09:15:35, 1035
02/11/2015, 09:15:36, 1035
02/11/2015, 09:15:38, 1035
02/11/2015, 09:15:40, 1035
02/11/2015, 09:15:42, 1035
02/11/2015, 09:15:43, 1035
02/11/2015, 09:15:45, 1034
02/11/2015, 09:15:47, 1034
02/11/2015, 09:15:49, 1034
02/11/2015, 09:15:50, 1034
02/11/2015, 09:15:52, 1034
02/11/2015, 09:15:54, 1034
02/11/2015, 09:15:56, 1035
02/11/2015, 09:15:58, 1035
02/11/2015, 09:15:59, 1035
02/11/2015, 09:16:01, 1035
02/11/2015, 09:16:03, 1035
02/11/2015, 09:16:05, 1035
02/11/2015, 09:16:06, 1035
02/11/2015, 09:16:08, 1035
02/11/2015, 09:16:10, 1036
02/11/2015, 09:16:12, 1036
02/11/2015, 09:16:13, 1036
02/11/2015, 09:16:15, 1035
02/11/2015, 09:16:17, 1035
02/11/2015, 09:16:19, 1035
02/11/2015, 09:16:20, 1035
02/11/2015, 09:16:22, 1035
02/11/2015, 09:16:24, 1035
02/11/2015, 09:16:26, 1035
02/11/2015, 09:16:28, 1036
02/11/2015, 09:16:29, 1036
02/11/2015, 09:16:31, 1036
02/11/2015, 09:16:33, 1036
02/11/2015, 09:16:35, 1036
02/11/2015, 09:16:36, 1036
02/11/2015, 09:16:38, 1036
02/11/2015, 09:16:40, 1036
02/11/2015, 09:16:42, 1036
02/11/2015, 09:16:43, 1036
02/11/2015, 09:16:45, 1036
02/11/2015, 09:16:47, 1036
02/11/2015, 09:16:49, 1036
02/11/2015, 09:16:50, 1036
02/11/2015, 09:16:52, 1036
02/11/2015, 09:16:54, 1036
02/11/2015, 09:16:56, 1036
02/11/2015, 09:16:57, 1036
02/11/2015, 09:16:59, 1036
02/11/2015, 09:17:01, 1036
02/11/2015, 09:17:03, 1036
02/11/2015, 09:17:05, 1036
02/11/2015, 09:17:06, 1036
02/11/2015, 09:17:08, 1036
02/11/2015, 09:17:10, 1036
02/11/2015, 09:17:12, 1036
02/11/2015, 09:17:13, 1036
02/11/2015, 09:17:15, 1036
02/11/2015, 09:17:17, 1036
02/11/2015, 09:17:19, 1036
02/11/2015, 09:17:20, 1036
02/11/2015, 09:17:22, 1036
02/11/2015, 09:17:24, 1036
02/11/2015, 09:17:26, 1036
02/11/2015, 09:17:27, 1036
02/11/2015, 09:17:29, 1036
02/11/2015, 09:17:31, 1036
02/11/2015, 09:17:33, 1036
02/11/2015, 09:17:35, 1036
02/11/2015, 09:17:36, 1036
02/11/2015, 09:17:38, 1036
02/11/2015, 09:17:40, 1036
02/11/2015, 09:17:42, 1036
02/11/2015, 09:17:43, 1036
02/11/2015, 09:17:45, 1036
02/11/2015, 09:17:47, 1036
02/11/2015, 09:17:49, 1036
02/11/2015, 09:17:50, 1036
02/11/2015, 09:17:52, 1036
02/11/2015, 09:17:54, 1036
02/11/2015, 09:17:56, 1036
02/11/2015, 09:17:57, 1036
02/11/2015, 09:17:59, 1036
02/11/2015, 09:18:01, 1036
02/11/2015, 09:18:03, 1036
02/11/2015, 09:18:05, 1036
02/11/2015, 09:18:06, 1036
02/11/2015, 09:18:08, 1036
02/11/2015, 09:18:10, 1036
02/11/2015, 09:18:12, 1036
02/11/2015, 09:18:13, 1036
02/11/2015, 09:18:15, 1036
02/11/2015, 09:18:17, 1036
02/11/2015, 09:18:19, 1036
02/11/2015, 09:18:20, 1036
02/11/2015, 09:18:22, 1036
02/11/2015, 09:18:24, 1036
02/11/2015, 09:18:26, 1036
02/11/2015, 09:18:27, 1036
02/11/2015, 09:18:29, 1036
02/11/2015, 09:18:31, 1036
02/11/2015, 09:18:33, 1036
02/11/2015, 09:18:35, 1036
02/11/2015, 09:18:36, 1036
02/11/2015, 09:18:38, 1036
02/11/2015, 09:18:40, 1036
02/11/2015, 09:18:42, 1036
02/11/2015, 09:18:43, 1036
02/11/2015, 09:18:45, 1036
02/11/2015, 09:18:47, 1036
02/11/2015, 09:18:49, 1036
02/11/2015, 09:18:50, 1036
02/11/2015, 09:18:52, 1036
02/11/2015, 09:18:54, 1036
02/11/2015, 09:18:56, 1036
02/11/2015, 09:18:57, 1035
02/11/2015, 09:18:59, 1036
02/11/2015, 09:19:01, 1036
